68.91	68.91	70.25	75.97	66.24	
66.91	66.91	71.64	74.55	64.28	
67.9	67.9	68.74	68.62	63.63	
67.83	67.83	68.38	77.35	66.06	
67.54	67.54	69.06	76.25	65.79	
65.87	65.87	68.8	78.68	67.43	
64.74	64.74	66.82	78.83	66.62	
66.1	66.1	61.11	76.43	67.83	
67.43	67.43	60.5	77.03	69.11	
66.38	66.38	60.87	75.81	68.18	
66.17	66.17	60.75	72.92	67.02	
67.92	67.92	60.67	77.55	65.21	
67.77	67.77	58.83	76.29	63.13	
68.83	68.83	57.98	75.88	63.91	
67.41	67.41	57.53	74.48	64.16	
64.31	64.31	58.16	78.22	63.94	
63	63	57.58	76.36	64.37	
58.37	58.37	56.86	71.88	64.07	
55.91	55.91	59.55	73.16	62.33	
54.67	54.67	64.41	69.27	59.42	
54.69	54.69	72.51	68.96	59.69	
54.21	54.21	90.4	69.74	59.6	
55.45	55.45	85.59	71.16	62.34	
56.34	56.34	83.44	69.61	67.09	
56.58	56.58	76.08	70.56	67.42	
55.85	55.85	73.79	67.83	68.01	
55.31	55.31	79.69	71.75	69.78	
53.53	53.53	80.31	71.9	68.52	
53.3	53.3	77.85	73.82	70.11	
52.77	52.77	77.53	69.69	69.85	
54.49	54.49	75.57	71.36	69	
54.89	54.89	71.29	70.55	70.57	
55.28	55.28	75.95	71.6	70.69	
55.38	55.38	75.17	72.8	69.73	
54.83	54.83	74.39	74.14	68.17	
53.74	53.74	75.16	74.8	69.72	
52.78	52.78	72.79	75.27	68.79	
50.77	50.77	69.43	73.4	70.43	
51.31	51.31	71.09	65.94	70.44	
54.65	54.65	79.01	72.42	69.19	
51.38	51.38	81.47	77.7	65.29	
57.75	57.75	79.88	73.49	66.56	
64.79	64.79	73.81	78.13	67.51	
67.17	67.17	71.14	76.11	67.59	
70.81	70.81	73.31	71.78	67.59	
70.56	70.56	71.51	74.73	67.28	
68.38	68.38	69.79	72.93	65.28	
69.84	69.84	68.22	73.85	65.97	
70.34	70.34	65.7	72.58	66.41	
71.17	71.17	64.29	71.39	66.66	
67.4	67.4	60.2	73.76	66.32	
63.21	63.21	62	76.05	65.91	
61.3	61.3	67.74	75.16	65.46	
59.28	59.28	70.03	71.25	65.6	
57.14	57.14	68.8	70.02	64.71	
53.94	53.94	67.23	71.06	63.24	
51.89	51.89	69.6	68.05	61.54	
54.19	54.19	87.47	66.54	62.71	
54.18	54.18	86.12	69.27	62.24	
53.02	53.02	83.83	69.41	62.48	
54.46	54.46	76.15	68.62	64.62	
50.64	50.64	77.75	73.18	65.18	
53.5	53.5	82.34	70.31	66.1	
58.43	58.43	82.1	72.44	65.58	
63.29	63.29	80.74	73.66	66.43	
66.29	66.29	76.71	73.55	66.81	
69.17	69.17	76.18	72.92	66.6	
68.3	68.3	76.9	76.08	63.28	
69.76	69.76	73.71	73.01	65.86	
70.96	70.96	72.65	74.95	64.05	
70.92	70.92	74.49	75.52	64.86	
72.6	72.6	72.16	75.75	65.76	
71.04	71.04	73.7	73.57	66.61	
69.24	69.24	73.55	75.56	66.22	
64.78	64.78	65.28	74.24	64.88	
67.32	67.32	65.99	77.31	64.83	
77.91	77.91	64.8	78.89	63.96	
75.97	75.97	66.6	73.94	61.57	
77.57	77.57	69.97	77.61	62.34	
76.04	76.04	66.04	77.98	62.85	
72.29	72.29	64.53	78.99	61.27	
70.37	70.37	68	79.37	61.95	
61.81	61.81	64.76	78.31	62.95	
56.51	56.51	59.32	79.05	62.75	
50.4	50.4	59.29	79.55	63.34	
49.71	49.71	60.96	79.15	63.97	
51.59	51.59	60.67	78.2	65.26	
56.98	56.98	61.29	78.16	64.58	
57.33	57.33	60.79	72.45	64.94	
61.65	61.65	56.83	78.51	67.4	
61.41	61.41	56.8	76.74	64.88	
59.37	59.37	59.44	74.19	62.53	
61.42	61.42	65.78	74.22	58.72	
67.09	67.09	82.21	74.52	59.08	
73.01	73.01	85.18	71.33	61.62	
72.12	72.12	85.33	72.38	61.14	
75.76	75.76	83.44	73.75	61.17	
76.64	76.64	81.08	76.53	65.1	
74.52	74.52	80.02	72.64	63.81	
70.66	70.66	79.63	69.48	65.23	
69.58	69.58	75.02	70.73	66.37	
69.27	69.27	75.29	71.44	65.11	
67.48	67.48	70.6	69.67	65.87	
66	66	69.22	72.64	67.32	
65.59	65.59	72.71	72.82	66.99	
65.55	65.55	69	74.7	67.1	
64.83	64.83	69.06	73.48	67.93	
66.63	66.63	71.39	75.42	66.55	
65.45	65.45	68.72	74.37	67.17	
64.83	64.83	62.54	75.72	67.46	
64.13	64.13	59.98	75.29	68.32	
63.79	63.79	58.47	69.56	68.33	
64.51	64.51	65.94	64.68	67.51	
60.31	60.31	67	77.09	65.99	
56.49	56.49	64.22	78.49	67.23	
54.41	54.41	65.72	78.52	67.44	
56.16	56.16	63.75	76.62	67.53	
59.44	59.44	61.96	74	66.39	
63.81	63.81	59.16	71.75	64.74	
71.57	71.57	58.09	70.8	63.82	
75.69	75.69	56.73	71.9	63.31	
74.74	74.74	52.48	75.38	61.13	
74.13	74.13	54.43	74.51	60.66	
72.9	72.9	54.85	72.78	63	
71.43	71.43	49.97	72.83	65	
72.75	72.75	51.1	73.21	66.6	
72.75	72.75	51.94	76.27	68.43	
71.37	71.37	60.11	76.15	67.36	
69.48	69.48	66.28	71.78	62.39	
69.19	69.19	75.65	67.79	63.32	
63.83	63.83	87.76	69.97	61.55	
62.96	62.96	86.62	71.66	61.24	
55.39	55.39	80.05	69.25	60.76	
51.69	51.69	74.85	72.12	60.78	
50.61	50.61	78.2	65.31	63.21	
54.69	54.69	81.82	70.05	64.31	
59.75	59.75	81.77	70.15	63.36	
64.38	64.38	77.46	72.21	63.22	
72.01	72.01	74.82	70.82	63.61	
75.31	75.31	74.63	72.55	62.6	
73.28	73.28	71.56	71.94	63.05	
72.39	72.39	70.33	74.19	64.41	
71.94	71.94	71.85	74.44	64.93	
72.93	72.93	66.43	72.19	66.91	
73.32	73.32	68.19	72.13	66.69	
72.78	72.78	69.81	75.11	69.13	
71.09	71.09	66.22	74.07	69.15	
72.12	72.12	64.99	75.54	67.88	
70.57	70.57	67.8	76.11	68.74	
70.86	70.86	67.35	71.56	67.15	
71.8	71.8	64.97	78.95	67.32	
73.09	73.09	66.61	71.15	66.27	
70.06	70.06	63.1	78.99	67.38	
65.38	65.38	57.7	75.87	69.27	
61.03	61.03	57.17	76.1	69.69	
59.11	59.11	57.14	75.03	69.25	
58.74	58.74	51.63	75.68	70.28	
58.92	58.92	52.74	72.7	70.12	
58.67	58.67	46.05	75.04	69.8	
55.55	55.55	46.28	73.15	67.72	
52.13	52.13	48.15	77.08	68.84	
51.56	51.56	44.25	71.06	69.37	
51.44	51.44	46.49	72.13	69.33	
49.91	49.91	52.27	73.72	68.35	
49.88	49.88	60.81	73.88	67.5	
48.9	48.9	68.3	72.17	65.36	
44.68	44.68	88.82	74.75	61.36	
41.63	41.63	84.74	70.53	65.42	
36.82	36.82	82.64	70.87	65.53	
41.43	41.43	79.96	70.35	67.21	
47.29	47.29	78.28	66.52	68.55	
44.39	44.39	78.49	67.22	69.82	
41.74	41.74	79.77	70	71.55	
38.29	38.29	79.17	74.12	70.07	
40.51	40.51	76.69	74.43	68.17	
39.07	39.07	74.43	73.19	69.4	
37.71	37.71	71.2	73.53	68.54	
36.14	36.14	65.28	74.19	67.8	
37.38	37.38	67.41	74.28	68.53	
38.33	38.33	71.62	75.6	69.34	
37.4	37.4	70.42	77.62	70.32	
36.12	36.12	69.22	74.47	70.52	
33.32	33.32	69.92	75.47	69.78	
33.09	33.09	65.73	73.78	70	
36.77	36.77	69.02	78.87	68.89	
36.51	36.51	70.08	82.1	68.52	
37.26	37.26	67.46	78.36	70.46	
34.94	34.94	62.64	74.9	71.87	
35.68	35.68	61.33	71.82	71.79	
37.5	37.5	55.2	72.36	71.44	
38.53	38.53	56.53	73.73	69.25	
38.7	38.7	61.04	72.23	68.68	
37.96	37.96	60.35	69.59	69.37	
37.31	37.31	56.34	68.21	69.34	
36.37	36.37	52.04	71.3	68.2	
38.48	38.48	52.86	74.32	68.47	
36.69	36.69	56.02	72.52	68.74	
36.69	36.69	59.21	72.84	70.05	
34.97	34.97	57.02	69.42	68.81	
33.25	33.25	56.15	75.03	67.87	
28.42	28.42	60.33	76.05	66.81	
19.57	19.57	67.31	74.63	65.03	
16.48	16.48	83.32	67.37	67.71	
18.57	18.57	87.89	63.78	64.98	
22.19	22.19	87.06	71.75	61.53	
25.76	25.76	82.57	72.33	64.46	
29.73	29.73	77.71	70.49	64.43	
29.1	29.1	75.41	71.25	67.09	
30.62	30.62	78.32	72.87	67.38	
34.01	34.01	77.21	73.29	68.93	
37.49	37.49	76.41	69.8	69.04	
43.61	43.61	75.03	67.37	69.95	
48.79	48.79	76.03	66.95	68.5	
51.61	51.61	70.47	66.15	68.92	
56.6	56.6	70.7	66.11	69.52	
59.15	59.15	73.86	64.4	68.61	
66.66	66.66	72.85	67.4	68.68	
66.8	66.8	69.35	64.63	67.94	
66.79	66.79	69.37	69.08	67.43	
64.73	64.73	68.11	72.3	66.13	
74.27	74.27	71.81	74.53	65.93	
75.56	75.56	70.38	79.5	63.23	
74.66	74.66	66.69	81.47	63.15	
73.87	73.87	65.78	78.38	64.84	
73.93	73.93	64.29	76.28	64.73	
72.46	72.46	58.94	76.5	63.24	
70.84	70.84	57.51	79.12	63.89	
61.65	61.65	60.11	80.89	63.47	
64.15	64.15	54.02	81.07	64.83	
66	66	57.89	81.3	65.06	
66.15	66.15	58.68	80.89	62.54	
68.7	68.7	54.27	80.47	62.64	
69.32	69.32	58.49	79.58	63	
67.18	67.18	54.27	80.78	66.71	
63.33	63.33	58.84	81.99	69.28	
58.22	58.22	53.37	80.73	62.08	
55.89	55.89	58.64	78.02	60.38	
48.34	48.34	59.23	71.09	50.55	
48.84	48.84	79.01	64.08	61.48	
53.83	53.83	86.23	66.9	63.85	
54.87	54.87	87.12	62.78	66.55	
56.76	56.76	84.82	68.1	67.88	
56.98	56.98	84.46	69	68.7	
58.14	58.14	79.92	70.61	68.3	
61.36	61.36	76.2	72.41	68.07	
62.96	62.96	71.86	71.72	69.5	
64.25	64.25	68.35	69.88	68.44	
69.35	69.35	66.77	68.83	65.03	
70.13	70.13	64.91	67.43	64.11	
75.07	75.07	60.94	67.69	61.62	
76.41	76.41	56.95	67.85	61.74	
77.48	77.48	52.77	68.03	62.31	
74.08	74.08	44.58	67.89	63.74	
72.57	72.57	49.58	69.77	64.88	
71.55	71.55	49.48	70.49	66.15	
68.5	68.5	59.17	68.38	66.63	
64.52	64.52	65.04	74.27	64.71	
69.71	69.71	55.54	77.71	65.84	
72.65	72.65	61.72	75.25	65.49	
70.34	70.34	57.9	71.05	64.44	
59.96	59.96	53.87	75.65	63.09	
55.24	55.24	47.83	76.12	63.33	
52.44	52.44	45.25	77.11	64.09	
50.68	50.68	43.06	77.02	64.5	
51.04	51.04	44.22	76.11	63.44	
57.14	57.14	41.15	77.29	64.15	
59.08	59.08	47.72	75.27	68	
59.49	59.49	45.89	75.18	69.95	
63.35	63.35	42.18	76.39	72.13	
65.77	65.77	45.12	76.25	70.32	
67.31	67.31	44.83	75.5	71.99	
67.04	67.04	47.75	72.83	70.08	
65.45	65.45	55.71	75.97	68.71	
62.22	62.22	64.06	75.93	67.08	
61.67	61.67	77.29	74.2	62.85	
61	61	88.19	73.65	61.11	
60.12	60.12	88.69	72.24	64.22	
51.3	51.3	82.47	71.98	63.87	
48.98	48.98	76.48	70.35	61.73	
47.38	47.38	74.22	71.19	64.11	
45.38	45.38	76.18	72.31	63.72	
48.09	48.09	76.14	74.59	65.25	
50.97	50.97	75.31	75.14	64.73	
53.18	53.18	74.01	75.43	67.83	
56.33	56.33	73.72	76.14	68.91	
58.22	58.22	71.41	75.44	68.85	
59.68	59.68	67.41	75.63	70.1	
59.97	59.97	65.78	76.38	70.53	
59.43	59.43	65.21	76.71	70.46	
57.67	57.67	66.72	74.05	70.85	
58.32	58.32	69.75	74.59	67.34	
56.67	56.67	67.14	75.93	65.5	
57.19	57.19	71.22	69.17	66.33	
55.99	55.99	67.32	79.4	67.54	
59.42	59.42	66.46	76.5	69.53	
61.73	61.73	69.13	75.61	69.76	
58	58	66.15	80.02	69.31	
57.7	57.7	61.49	76.92	70.03	
56.81	56.81	58.15	78.08	70.29	
54	54	53.98	76.7	69.58	
50.39	50.39	50.64	74.18	65.87	
49.83	49.83	59.57	75.96	65.03	
46.47	46.47	58.33	77.13	64.99	
45.66	45.66	56.32	75.11	64.95	
44.89	44.89	57.44	69.96	64.16	
43.61	43.61	55.98	78	63.29	
42.84	42.84	55.62	77.56	64.15	
45.49	45.49	55.09	74.19	65.15	
46.27	46.27	58.32	73.9	60.9	
46.5	46.5	61.61	72.94	58.03	
42.28	42.28	71.35	67.16	58.15	
44.85	44.85	90.66	69.44	60.13	
48.34	48.34	85.73	75.05	63.93	
50.43	50.43	81.85	69.6	66.45	
50	50	75.24	73.99	67.68	
49.43	49.43	75.09	70.93	67.82	
48.72	48.72	80.7	69.14	69.9	
48.98	48.98	79.79	71.07	70.33	
46.49	46.49	77.3	72.63	70.64	
47.29	47.29	76.6	73.35	70.34	
48.69	48.69	73.23	70.89	69.86	
49.59	49.59	72.84	69	69.98	
54.8	54.8	75.14	70.23	70.94	
58.02	58.02	70.74	70.94	68.58	
60.49	60.49	73.41	73.18	69.22	
62.83	62.83	74.99	72.16	70.1	
68.73	68.73	71.19	74.31	67.32	
69.97	69.97	71.47	73.25	70.22	
70.47	70.47	71.01	66.96	69.53	
72.44	72.44	79.37	69.59	69.56	
71.65	71.65	83.38	70.52	64.29	
72.1	72.1	81.95	75.14	65.2	
71.16	71.16	77.23	76.97	63.2	
68.62	68.62	71.63	74.28	64.93	
62.6	62.6	73.26	74.7	68.17	
60.97	60.97	71.2	73.29	68.9	
57.47	57.47	66.51	74.56	67.62	
54.44	54.44	62.11	74.25	69.25	
52.77	52.77	61.8	71.13	70.99	
55.71	55.71	63.48	73.37	70.29	
55.82	55.82	62.44	75.07	69.74	
57.59	57.59	59.55	75.94	68.57	
60.33	60.33	56.03	74.67	68.29	
60.81	60.81	51.2	76.27	66.27	
60	60	54.05	73.68	64.88	
68.91	68.91	60.17	74.66	62.98	
74.28	74.28	69.56	71.35	61.04	
71.06	71.06	84.75	62.06	60.21	
70.47	70.47	85.65	68.94	59.27	
72.01	72.01	84.98	71.67	59.7	
76.78	76.78	78.4	66.83	61.19	
75.81	75.81	75.14	74.18	63.06	
74.81	74.81	81.77	72.18	64.97	
74.26	74.26	82.53	74.13	64.22	
72.75	72.75	78.52	73.08	65.6	
71.3	71.3	76.23	71.62	63.9	
72.26	72.26	77.59	74.36	62.47	
72.05	72.05	75.02	74.52	60.74	
73.56	73.56	74.57	73.1	62.92	
74.6	74.6	76.11	73.86	61.13	
74.64	74.64	74.39	75.26	62.65	
74.96	74.96	74.21	74.75	62.24	
74.41	74.41	75.2	75.95	64.63	
72.63	72.63	70.6	74.79	65.9	
73.49	73.49	65.82	76.16	63.73	
72.19	72.19	64.71	76.13	64.73	
66.48	66.48	66.49	76.8	62.44	
60.88	60.88	68.38	75.49	64.07	
59.54	59.54	68.71	78.18	66.72	
55.11	55.11	65.03	77.05	67.31	
54.25	54.25	65.15	78.23	64.65	
53.8	53.8	66.05	78.46	66.65	
56.43	56.43	61.36	77.92	67.63	
60.08	60.08	60.13	79.98	67.23	
59.34	59.34	61.26	80.15	67.81	
54.77	54.77	60.54	79.38	67.44	
53.31	53.31	59.55	77.99	66.15	
50.68	50.68	57.07	78.03	66.05	
48.75	48.75	54.42	74.8	65.28	
47.93	47.93	57.59	78.96	63.87	
43.25	43.25	58.5	76.87	62.99	
39.66	39.66	60.31	75.76	62.46	
36.23	36.23	66.44	74.01	60.54	
31.09	31.09	78.14	73.04	58.63	
27.59	27.59	88.16	72.35	57.47	
33.53	33.53	84.05	69.01	59.05	
36.06	36.06	81.44	73.06	62.7	
39.64	39.64	80.04	75.11	67.66	
44.75	44.75	79.74	73.03	68.98	
47.87	47.87	79.37	70.39	70.09	
48.01	48.01	77.5	70.32	70.77	
48.44	48.44	73.9	71.73	68.93	
47.97	47.97	71.8	72.19	69.99	
49.45	49.45	73.48	71.55	70.02	
48.25	48.25	71.94	72.53	69.83	
48.65	48.65	70.36	74.04	69.24	
45.06	45.06	71.45	73.56	69.38	
48.27	48.27	70.73	73.04	67.89	
50.64	50.64	69.63	75.12	69.92	
53.4	53.4	67.14	74.8	69.34	
53.65	53.65	60.53	73.29	69.55	
53.59	53.59	60.03	69.2	71.28	
53.25	53.25	65.71	65.85	70.4	
53.9	53.9	67.4	75.58	67.63	
53.21	53.21	67.55	80.14	67.81	
55.41	55.41	68.29	78.69	66.74	
60.87	60.87	64	74.93	67.7	
66.37	66.37	61.71	73.83	66.84	
75.32	75.32	65.05	69.85	66.3	
72.14	72.14	60.69	71.62	64.69	
72.23	72.23	58.27	75.73	62.74	
75.87	75.87	57.59	73.32	62.44	
77.19	77.19	53.08	73.08	64.15	
71.9	71.9	49.71	71.48	61.96	
69.93	69.93	51.46	74.28	64.35	
72.03	72.03	51.19	74.66	66.06	
72.41	72.41	50.8	77.8	68.02	
71.21	71.21	56.59	73.06	68.08	
68.62	68.62	65.5	71.99	63	
66.57	66.57	72.44	66.37	62.3	
64.05	64.05	90.34	63.8	62.26	
60.85	60.85	87.58	67.83	60.4	
59.76	59.76	81.89	71.67	60.46	
56	56	76.29	75.99	59.7	
55.62	55.62	74.19	67.41	64.15	
53.97	53.97	80.48	70.41	64.74	
54.75	54.75	79.49	68.54	67.32	
56.43	56.43	77	70.59	66.61	
56.75	56.75	77.85	73.22	68.2	
58.71	58.71	75.29	71.99	67.87	
57.27	57.27	72.92	74.13	65.12	
58.47	58.47	74.25	76.09	65.69	
60.05	60.05	72.78	72.67	68.1	
63.11	63.11	71.37	70.07	69.87	
62.93	62.93	73.16	73.78	68.74	
66.61	66.61	69.95	74.28	67.99	
65.41	65.41	66.4	76.46	69.54	
61.96	61.96	68	75.98	68.67	
62.05	62.05	68.19	78.72	69.75	
62.04	62.04	66.72	71.58	69.18	
61.51	61.51	67.9	80.59	68.43	
60.84	60.84	60.65	74.54	68.58	
62.09	62.09	61.26	78.31	68.79	
66.03	66.03	64.42	75.86	70.06	
69.39	69.39	59.63	77.02	68.98	
77.78	77.78	56.22	71.74	69.34	
78.04	78.04	60.65	75.87	69.76	
73.55	73.55	56.57	74.44	68.18	
73.88	73.88	52.27	74.47	67.55	
66.27	66.27	54.45	76.56	66.67	
63.81	63.81	51.66	77.26	67.41	
64.7	64.7	51.3	73.21	67.97	
63.17	63.17	49.37	73.7	67.8	
62.6	62.6	51.71	75.51	67.8	
63.42	63.42	60.55	75.07	65.96	
60.23	60.23	67.16	74.66	64.92	
54.1	54.1	87.72	76.35	61.55	
54.12	54.12	84.97	75.09	66.65	
53.73	53.73	84.28	66.8	67.26	
59.31	59.31	81.68	69.54	67.79	
62.92	62.92	78.43	69.2	68.39	
61.67	61.67	78.53	69.52	69.95	
63.16	63.16	80.22	71.55	71.6	
61.58	61.58	79.18	74.96	70.82	
63.35	63.35	76.43	75.97	70.01	
63.81	63.81	73.64	76.64	69.34	
63.63	63.63	72.19	76.51	68.31	
62.75	62.75	62.88	76.84	69.25	
63	63	65.76	76.81	69.79	
63.33	63.33	69.32	77.56	69.94	
63.05	63.05	69.99	78.91	71.09	
61.73	61.73	70.24	77.72	71.39	
63.25	63.25	71.06	78.85	70.16	
65.55	65.55	64.61	76.4	68.97	
66.1	66.1	70.09	80.68	67.08	
63.73	63.73	68.67	85.15	66.08	
63.75	63.75	67.58	82.88	68.71	
64.63	64.63	65.68	76.47	72.34	
62.43	62.43	64.39	76.67	72.63	
62.37	62.37	60.49	77.15	72.18	
63.02	63.02	58.18	77.55	70.45	
64.02	64.02	59.02	77.07	69.98	
64.74	64.74	53.76	76.22	70.67	
65	65	58.69	74.39	71.05	
69.38	69.38	53.51	73.54	70.32	
73.69	73.69	56.24	74.88	69.95	
74.42	74.42	49.73	74.64	70.1	
74.99	74.99	53.65	73.94	70.91	
75.82	75.82	48.36	72.63	69.39	
76.34	76.34	53.5	76.31	70.21	
72.41	72.41	59.11	78.31	69.14	
71.69	71.69	67.97	78.56	67.15	
69.39	69.39	85.6	72.02	63.99	
66.51	66.51	85.93	72.2	63.93	
62.12	62.12	84.9	78.07	61.96	
62.33	62.33	79.49	77.87	64.84	
60.19	60.19	71.79	77.83	65.63	
55.75	55.75	76.24	76.29	69.11	
55.21	55.21	77.35	75.8	69.2	
55.54	55.54	76.2	75.4	70.73	
56.73	56.73	75.21	74.59	70.19	
56.99	56.99	77.61	74	71.19	
58.41	58.41	74.73	73.52	70.98	
58.28	58.28	72.86	72.51	70.82	
60.25	60.25	71.54	72.3	71.14	
61.37	61.37	68.95	71.55	70.66	
69.92	69.92	64.99	73.15	70.84	
71.2	71.2	69.65	72.54	71.31	
71.79	71.79	68.22	72.83	71.96	
73.21	73.21	69.3	76.23	69.68	
74.93	74.93	69.71	76.85	69.09	
75.68	75.68	68.51	81.21	63.88	
74.49	74.49	65.36	84.92	63.18	
75.69	75.69	63.55	80.46	65.37	
76.39	76.39	63.23	74.41	67.54	
75.63	75.63	62.74	78.53	67.7	
73.71	73.71	60.07	78.48	67.14	
73.84	73.84	58.15	80.51	65.63	
74.33	74.33	53.77	81.81	66.78	
70.96	70.96	58.33	81.91	64.57	
69.86	69.86	54.26	81.11	63.33	
70.05	70.05	59.86	80.23	64.26	
70.51	70.51	57.38	80.52	65.12	
69.8	69.8	51.03	80.49	66.02	
64.69	64.69	54.52	81.39	64.13	
58.48	58.48	55.02	83.42	63.53	
50.63	50.63	65.24	80.77	60.7	
43.34	43.34	57.06	72.54	53.55	
43.81	43.81	79.07	62.62	62.39	
44.74	44.74	86.89	62.32	67.02	
45.32	45.32	86.58	66.46	66.04	
46.57	46.57	83.98	71.12	68.93	
45.64	45.64	82.26	73.8	69.85	
44.77	44.77	78.94	75.28	69.18	
